Country,Mentioned,Not
Argentina,58,1222
Chile,107,1093
China,146,854
India,836,1166
Jordan,245,979
South Korea,416,784
Mexico,233,1302
Morocco,172,1079
Nigeria,615,1407
Peru,168,1333
Philippines,255,945
South Africa,707,2293
Spain,139,107
Sweden,25,989
Turkey,1054,2347
United States,96,1104
