row col val
1	1	3
2	1	2
3	1	2
4	1	3
5	1	2
6	1	3
7	1	7
8	1	2
9	1	6
10	1	4
11	1	5
12	1	1
13	1	3
14	1	7
15	1	3
16	1	2
17	1	4
18	1	5
19	1	3
20	1	3
21	1	4
22	1	4
23	1	5
24	1	3
25	1	3
26	1	2
27	1	2
28	1	6
29	1	4
30	1	1
31	1	7
32	1	2
33	1	3
34	1	5
35	1	2
36	1	3
37	1	6
38	1	3
39	1	7
40	1	3
41	1	5
42	1	6
43	1	7
44	1	3
45	1	4
46	1	2
47	1	3
48	1	6
49	1	3
50	1	3
51	1	2
52	1	7
53	1	1
54	1	2
55	1	7
56	1	2
57	1	1
58	1	1
59	1	2
60	1	1
61	1	5
62	1	1
63	1	5
64	1	3
65	1	2
66	1	2
67	1	3
68	1	3
69	1	2
70	1	4
71	1	1
72	1	9
73	1	1
74	1	2
75	1	2
76	1	3
77	1	3
78	1	2
79	1	5
80	1	3
81	1	2
82	1	2
83	1	2
1	2	6
2	2	4
3	2	3
4	2	5
5	2	1
6	2	3
7	2	2
8	2	2
9	2	4
10	2	1
11	2	4
12	2	5
13	2	2
14	2	6
15	2	4
16	2	2
17	2	4
18	2	2
19	2	3
20	2	4
21	2	3
22	2	3
23	2	2
24	2	4
25	2	2
26	2	1
27	2	4
28	2	4
29	2	7
30	2	6
31	2	7
32	2	3
33	2	3
34	2	6
35	2	4
36	2	3
37	2	4
38	2	4
39	2	6
40	2	3
41	2	3
42	2	5
43	2	1
44	2	3
45	2	5
46	2	1
47	2	5
48	2	4
49	2	8
50	2	4
51	2	6
52	2	4
53	2	1
54	2	4
55	2	3
56	2	5
57	2	3
58	2	4
59	2	1
60	2	1
61	2	2
62	2	1
63	2	5
64	2	5
65	2	3
66	2	2
67	2	6
68	2	4
69	2	3
70	2	6
71	2	2
72	2	6
73	2	6
74	2	2
75	2	3
76	2	3
77	2	4
78	2	4
79	2	8
80	2	2
81	2	3
82	2	4
83	2	6
1	3	6
2	3	9
3	3	9
4	3	3
5	3	7
6	3	1
7	3	3
8	3	2
9	3	3
10	3	1
11	3	7
12	3	4
13	3	8
14	3	5
15	3	9
16	3	8
17	3	2
18	3	8
19	3	5
20	3	7
21	3	2
22	3	3
23	3	3
24	3	7
25	3	7
26	3	5
27	3	2
28	3	3
29	3	5
30	3	1
31	3	9
32	3	6
33	3	2
34	3	8
35	3	6
36	3	4
37	3	5
38	3	4
39	3	3
40	3	7
41	3	3
42	3	4
43	3	3
44	3	4
45	3	4
46	3	3
47	3	6
48	3	5
49	3	3
50	3	2
51	3	6
52	3	10
53	3	1
54	3	1
55	3	1
56	3	3
57	3	3
58	3	3
59	3	10
60	3	5
61	3	5
62	3	6
63	3	9
64	3	8
65	3	6
66	3	6
67	3	1
68	3	1
69	3	7
70	3	3
71	3	6
72	3	8
73	3	1
74	3	5
75	3	10
76	3	3
77	3	3
78	3	6
79	3	8
80	3	4
81	3	5
82	3	3
83	3	2
1	4	10
2	4	3
3	4	5
4	4	6
5	4	8
6	4	9
7	4	9
8	4	3
9	4	9
10	4	8
11	4	8
12	4	4
13	4	3
14	4	9
15	4	10
16	4	8
17	4	8
18	4	9
19	4	8
20	4	8
21	4	7
22	4	8
23	4	7
24	4	9
25	4	4
26	4	5
27	4	8
28	4	9
29	4	8
30	4	7
31	4	9
32	4	6
33	4	6
34	4	5
35	4	4
36	4	7
37	4	8
38	4	6
39	4	8
40	4	6
41	4	8
42	4	9
43	4	8
44	4	10
45	4	7
46	4	6
47	4	8
48	4	9
49	4	7
50	4	7
51	4	9
52	4	9
53	4	4
54	4	7
55	4	10
56	4	3
57	4	7
58	4	8
59	4	9
60	4	5
61	4	8
62	4	4
63	4	8
64	4	9
65	4	7
66	4	7
67	4	7
68	4	3
69	4	8
70	4	5
71	4	5
72	4	10
73	4	10
74	4	7
75	4	8
76	4	9
77	4	8
78	4	8
79	4	7
80	4	6
81	4	3
82	4	6
83	4	3
1	5	2
2	5	1
3	5	3
4	5	4
5	5	2
6	5	1
7	5	5
8	5	2
9	5	9
10	5	7
11	5	3
12	5	3
13	5	1
14	5	1
15	5	2
16	5	1
17	5	2
18	5	4
19	5	3
20	5	1
21	5	3
22	5	10
23	5	3
24	5	3
25	5	1
26	5	1
27	5	1
28	5	7
29	5	5
30	5	5
31	5	5
32	5	1
33	5	1
34	5	4
35	5	2
36	5	1
37	5	7
38	5	1
39	5	5
40	5	2
41	5	3
42	5	2
43	5	2
44	5	2
45	5	4
46	5	1
47	5	1
48	5	7
49	5	3
50	5	1
51	5	1
52	5	3
53	5	1
54	5	1
55	5	1
56	5	1
57	5	1
58	5	1
59	5	1
60	5	1
61	5	1
62	5	1
63	5	4
64	5	2
65	5	3
66	5	1
67	5	1
68	5	1
69	5	3
70	5	2
71	5	1
72	5	5
73	5	1
74	5	2
75	5	1
76	5	5
77	5	1
78	5	3
79	5	1
80	5	4
81	5	1
82	5	2
83	5	1
1	6	1
2	6	7
3	6	4
4	6	4
5	6	5
6	6	5
7	6	4
8	6	2
9	6	2
10	6	8
11	6	7
12	6	8
13	6	4
14	6	5
15	6	7
16	6	4
17	6	8
18	6	5
19	6	2
20	6	9
21	6	5
22	6	1
23	6	8
24	6	7
25	6	5
26	6	2
27	6	8
28	6	2
29	6	8
30	6	3
31	6	8
32	6	7
33	6	2
34	6	9
35	6	4
36	6	6
37	6	7
38	6	9
39	6	9
40	6	7
41	6	5
42	6	7
43	6	7
44	6	8
45	6	6
46	6	5
47	6	8
48	6	4
49	6	3
50	6	4
51	6	3
52	6	7
53	6	2
54	6	4
55	6	4
56	6	1
57	6	6
58	6	9
59	6	10
60	6	5
61	6	7
62	6	7
63	6	2
64	6	8
65	6	7
66	6	5
67	6	3
68	6	1
69	6	6
70	6	2
71	6	6
72	6	6
73	6	5
74	6	6
75	6	10
76	6	8
77	6	4
78	6	2
79	6	5
80	6	2
81	6	4
82	6	6
83	6	6
1	7	8
2	7	9
3	7	8
4	7	8
5	7	9
6	7	10
7	7	9
8	7	5
9	7	6
10	7	8
11	7	7
12	7	9
13	7	9
14	7	5
15	7	8
16	7	8
17	7	9
18	7	9
19	7	8
20	7	8
21	7	8
22	7	10
23	7	9
24	7	8
25	7	4
26	7	5
27	7	10
28	7	4
29	7	8
30	7	8
31	7	9
32	7	10
33	7	7
34	7	7
35	7	6
36	7	8
37	7	7
38	7	7
39	7	10
40	7	7
41	7	9
42	7	8
43	7	4
44	7	9
45	7	6
46	7	8
47	7	10
48	7	9
49	7	8
50	7	7
51	7	9
52	7	6
53	7	5
54	7	8
55	7	10
56	7	4
57	7	10
58	7	5
59	7	10
60	7	8
61	7	9
62	7	7
63	7	6
64	7	8
65	7	8
66	7	10
67	7	8
68	7	3
69	7	9
70	7	7
71	7	10
72	7	2
73	7	8
74	7	6
75	7	8
76	7	9
77	7	7
78	7	9
79	7	6
80	7	5
81	7	7
82	7	6
83	7	8
